id;title;company;link
job-item-7108666;Mitarbeiter (m/w/d) Leistungsplanung & Serviceportfolio;Ratiodata SE;stepstone.de/stellenangebote--Mitarbeiter-m-w-d-Leistungsplanung-Serviceportfolio-Berlin-Ratiodata-SE--7108666-inline.html
job-item-7669008;Mathematiker/Mathematikerin / Physiker/Physikerin für die Unternehmensberatung (w/m/d);KPMG AG Wirtschaftsprüfungsgesellschaft;stepstone.de/stellenangebote--Mathematiker-Mathematikerin-Physiker-Physikerin-fuer-die-Unternehmensberatung-w-m-d-Muenchen-Hamburg-Frankfurt-Koeln-Stuttgart-Duesseldorf-Hannover-Berlin-KPMG-AG-Wirtschaftspruefungsgesellschaft--7669008-inline.html
job-item-7613780;Support Engineer* / Problem Manager*;Software AG;stepstone.de/stellenangebote--Support-Engineer-Problem-Manager-Berlin-Software-AG--7613780-inline.html
job-item-7733890;Global Pricing Specialist (m/f/d);BASF Services Europe GmbH;stepstone.de/stellenangebote--Global-Pricing-Specialist-m-f-d-Berlin-BASF-Services-Europe-GmbH--7733890-inline.html
job-item-7644589;Credit Risk - Business Analyst (m/f/x);Lendico Deutschland GmbH;stepstone.de/stellenangebote--Credit-Risk-Business-Analyst-m-f-x-Berlin-Lendico-Deutschland-GmbH--7644589-inline.html
job-item-7567270;Microsoft Office & Azure Solution Architect (m/f/d);MAN Energy Solutions SE;stepstone.de/stellenangebote--Microsoft-Office-Azure-Solution-Architect-m-f-d-Augsburg-Oberhausen-Berlin-Hamburg-Deggendorf-MAN-Energy-Solutions-SE--7567270-inline.html
job-item-7773048;Commercial Insights Analyst (m/w/d);DR. KADE Health Care;stepstone.de/stellenangebote--Commercial-Insights-Analyst-m-w-d-Berlin-DR-KADE-Health-Care--7773048-inline.html
job-item-6985326;Senior Associate / Manager für Tech Deal Consulting mit Fokus auf Strategie und Umsetzung (w/m/d);PwC;stepstone.de/stellenangebote--Senior-Associate-Manager-fuer-Tech-Deal-Consulting-mit-Fokus-auf-Strategie-und-Umsetzung-w-m-d-Berlin-Duesseldorf-Frankfurt-a-M-Hamburg-Muenchen-Nuernberg-Stuttgart-PwC--6985326-inline.html
job-item-7684703;(Senior) Consultant (m/w/d) Information Management;BearingPoint GmbH;stepstone.de/stellenangebote--Senior-Consultant-m-w-d-Information-Management-Walldorf-Frankfurt-am-Main-Berlin-Duesseldorf-Hamburg-Muenchen-Stuttgart-BearingPoint-GmbH--7684703-inline.html
job-item-7778233;Executive Customer Relations Manager - EU (f/m/d), Amazon Devices, Digital Services, and Alexa Support (D2AS) - Berlin;Amazon Europe Core;stepstone.de/stellenangebote--Executive-Customer-Relations-Manager-EU-f-m-d-Amazon-Devices-Digital-Services-and-Alexa-Support-D2AS-Berlin-Berlin-Amazon-Europe-Core--7778233-inline.html
job-item-7713346;DevOps-Engineer (m/w/d);PMG Presse-Monitor GmbH;stepstone.de/stellenangebote--DevOps-Engineer-m-w-d-Berlin-PMG-Presse-Monitor-GmbH--7713346-inline.html
job-item-7758963;Director of Logistics and Production Germany (f/m/x);AUTO1 Group;stepstone.de/stellenangebote--Director-of-Logistics-and-Production-Germany-f-m-x-Berlin-AUTO1-Group--7758963-inline.html
job-item-7011820;(Senior) SAP Berater*in - Integrated Business Planning;NTT DATA Business Solutions AG;stepstone.de/stellenangebote--Senior-SAP-Beraterin-Integrated-Business-Planning-Berlin-Bielefeld-Dortmund-Goettingen-Hamburg-Heidelberg-Jena-Koeln-Muenchen-Oldenburg-Pforzheim-NTT-DATA-Business-Solutions-AG--7011820-inline.html
job-item-7410353;Kubernetes Administrator (m/w/d) / System Engineer (m/w/d) mit Schwerpunkt Kubernetes;DATAGROUP Operations GmbH;stepstone.de/stellenangebote--Kubernetes-Administrator-m-w-d-System-Engineer-m-w-d-mit-Schwerpunkt-Kubernetes-Berlin-Bremen-Nuernberg-Duesseldorf-DATAGROUP-Operations-GmbH--7410353-inline.html
job-item-7761061;Flexible Jobs in Germany! (m/w/d);Appen;stepstone.de/stellenangebote--Flexible-Jobs-in-Germany-m-w-d-Berlin-Appen--7761061-inline.html
job-item-7735508;C++ Developer (f/m/d);BENOCS GmbH;stepstone.de/stellenangebote--C-Developer-f-m-d-Berlin-BENOCS-GmbH--7735508-inline.html
job-item-7008373;SAP Projektleiter*in mit Schwerpunkt S/4HANA;NTT DATA Business Solutions AG;stepstone.de/stellenangebote--SAP-Projektleiterin-mit-Schwerpunkt-S-4HANA-Berlin-Bielefeld-Dortmund-Goettingen-Heidelberg-Hamburg-Jena-Koeln-Muenchen-und-weitere-NTT-DATA-Business-Solutions-AG--7008373-inline.html
job-item-7731872;Technical Pre-Sales Consultant (m/w/d) / Solution Architekt (m/w/d);DATAGROUP;stepstone.de/stellenangebote--Technical-Pre-Sales-Consultant-m-w-d-Solution-Architekt-m-w-d-Berlin-Leipzig-Rostock-DATAGROUP--7731872-inline.html
job-item-7745632;Business Development Manager Microsoft Cloud Azure Sentinel (m/w/d);Tech Data GmbH & Co. OHG;stepstone.de/stellenangebote--Business-Development-Manager-Microsoft-Cloud-Azure-Sentinel-m-w-d-Muenchen-Berlin-Nettetal-Leinfelden-Echterdingen-Tech-Data-GmbH-Co-OHG--7745632-inline.html
job-item-6593663;(Senior) Backend Software Engineer (all genders) - in Berlin;MBition GmbH;stepstone.de/stellenangebote--Senior-Backend-Software-Engineer-all-genders-in-Berlin-Berlin-MBition-GmbH--6593663-inline.html
job-item-7717787;Controller (m/w/d);Swiss Life Asset Managers Deutschland GmbH;stepstone.de/stellenangebote--Controller-m-w-d-Berlin-Swiss-Life-Asset-Managers-Deutschland-GmbH--7717787-inline.html
job-item-7008826;SAP Projektleiter*in mit Schwerpunkt S/4HANA Transition;NTT DATA Business Solutions AG;stepstone.de/stellenangebote--SAP-Projektleiterin-mit-Schwerpunkt-S-4HANA-Transition-Berlin-Bielefeld-Dortmund-Goettingen-Hamburg-Heidelberg-Jena-Koeln-Muenchen-und-weitere-NTT-DATA-Business-Solutions-AG--7008826-inline.html
job-item-7776493;Research Scientist, Multilinguality - Google - Berlin, Germany;Google Germany GmbH;stepstone.de/stellenangebote--Research-Scientist-Multilinguality-Google-Berlin-Germany-Berlin-Google-Germany-GmbH--7776493-inline.html
job-item-3881811;Berater SAP S/4HANA (w/m/d);PwC;stepstone.de/stellenangebote--Berater-SAP-S-4HANA-w-m-d-Berlin-Duesseldorf-Frankfurt-a-M-Hamburg-Muenchen-Stuttgart-PwC--3881811-inline.html
job-item-7615143;DevOps Engineer (f/m/x);Comtravo GmbH;stepstone.de/stellenangebote--DevOps-Engineer-f-m-x-Berlin-Comtravo-GmbH--7615143-inline.html
job-item-7776493;Research Scientist, Multilinguality - Google - Berlin, Germany;Google Germany GmbH;stepstone.de/stellenangebote--Research-Scientist-Multilinguality-Google-Berlin-Germany-Berlin-Google-Germany-GmbH--7776493-inline.html
job-item-7695573;AI Algorithm Developer (m/w/d);KARL STORZ SE & Co. KG;stepstone.de/stellenangebote--AI-Algorithm-Developer-m-w-d-Tuttlingen-oder-Berlin-KARL-STORZ-SE-Co-KG--7695573-inline.html
job-item-6593926;Senior SAP Cloud Developer (w/m/d);PwC;stepstone.de/stellenangebote--Senior-SAP-Cloud-Developer-w-m-d-Berlin-Duisburg-Duesseldorf-Frankfurt-a-M-Hamburg-Mannheim-Muenchen-PwC--6593926-inline.html
job-item-7626572;Digital Testing Engineer (m/w/d);BearingPoint GmbH;stepstone.de/stellenangebote--Digital-Testing-Engineer-m-w-d-Berlin-Duesseldorf-Frankfurt-am-Main-Hamburg-Muenchen-Stuttgart-BearingPoint-GmbH--7626572-inline.html
job-item-7104583;Account Manager Sales - Neukundenvertrieb (w/m/d);NTT DATA Business Solutions AG;stepstone.de/stellenangebote--Account-Manager-Sales-Neukundenvertrieb-w-m-d-Bielefeld-Koeln-Dortmund-Hamburg-Berlin-Muenchen-Heidelberg-Stuttgart-Pforzheim-NTT-DATA-Business-Solutions-AG--7104583-inline.html
job-item-7508716;(Senior) Account Manager - Managed Services (w/m/d);NTT DATA Business Solutions AG;stepstone.de/stellenangebote--Senior-Account-Manager-Managed-Services-w-m-d-Berlin-Bielefeld-Dortmund-Goettingen-Hamburg-Heidelberg-Jena-Koeln-Muenchen-und-weitere-NTT-DATA-Business-Solutions-AG--7508716-inline.html
job-item-7664374;Finanzcontroller (m/w/d);RECURA Kliniken SE;stepstone.de/stellenangebote--Finanzcontroller-m-w-d-Beelitz-RECURA-Kliniken-SE--7664374-inline.html
job-item-7494417;MarTech Analyst (f/m/d);IONOS;stepstone.de/stellenangebote--MarTech-Analyst-f-m-d-Berlin-Karlsruhe-IONOS--7494417-inline.html
job-item-7711098;Platform Engineers (w/m/d) DevOps / Site Reliability;KPMG AG Wirtschaftsprüfungsgesellschaft;stepstone.de/stellenangebote--Platform-Engineers-w-m-d-DevOps-Site-Reliability-Berlin-KPMG-AG-Wirtschaftspruefungsgesellschaft--7711098-inline.html
job-item-7694420;System Product Owner (all genders) - in Berlin;MBition GmbH;stepstone.de/stellenangebote--System-Product-Owner-all-genders-in-Berlin-Berlin-MBition-GmbH--7694420-inline.html
job-item-7715692;Site Reliability Engineer (f/m/d) (SRE): PaaS;IONOS;stepstone.de/stellenangebote--Site-Reliability-Engineer-f-m-d-SRE-PaaS-bundesweit-Home-Office-Berlin-IONOS--7715692-inline.html
job-item-7717065;Senior Payment Manager (m/f/d);gamigo Group;stepstone.de/stellenangebote--Senior-Payment-Manager-m-f-d-Berlin-Hamburg-gamigo-Group--7717065-inline.html
job-item-7725322;SAP Berater Anwendungsmanagement (m/w/d);BFS finance Münster GmbH;stepstone.de/stellenangebote--SAP-Berater-Anwendungsmanagement-m-w-d-Muenster-oder-Berlin-BFS-finance-Muenster-GmbH--7725322-inline.html
job-item-7713767;Quality Assurance Specialist with Turkish (f/m/d) - Berlin;Amazon Europe Core;stepstone.de/stellenangebote--Quality-Assurance-Specialist-with-Turkish-f-m-d-Berlin-Berlin-Amazon-Europe-Core--7713767-inline.html
job-item-7725321;SAP Entwickler (m/w/d);BFS finance Münster GmbH;stepstone.de/stellenangebote--SAP-Entwickler-m-w-d-Muenster-oder-Berlin-BFS-finance-Muenster-GmbH--7725321-inline.html
job-item-5014550;Digital Architect (w/m/d);PwC;stepstone.de/stellenangebote--Digital-Architect-w-m-d-Berlin-Duesseldorf-Frankfurt-a-M-Hamburg-Muenchen-Stuttgart-PwC--5014550-inline.html
job-item-6932362;UX/UI Designer (w/m/d);PwC;stepstone.de/stellenangebote--UX-UI-Designer-w-m-d-Berlin-Duesseldorf-Frankfurt-a-M-Muenchen-PwC--6932362-inline.html
job-item-7780101;(Senior) Consultant (m/w/d) Manufacturing mit dem Fokus Service & Maintenance;BearingPoint GmbH;stepstone.de/stellenangebote--Senior-Consultant-m-w-d-Manufacturing-mit-dem-Fokus-Service-Maintenance-Frankfurt-Berlin-Muenchen-Duesseldorf-BearingPoint-GmbH--7780101-inline.html
job-item-7763104;Funktionsbereichsleiter/Teamleiter (m/w/d) Business & Solutions Management;Bundesdruckerei-Gruppe;stepstone.de/stellenangebote--Funktionsbereichsleiter-Teamleiter-m-w-d-Business-Solutions-Management-Berlin-Bundesdruckerei-Gruppe--7763104-inline.html
job-item-7255948;Electronic Machine Designer (m/f/d);QuEST Global Engineering Services GmbH;stepstone.de/stellenangebote--Electronic-Machine-Designer-m-f-d-Dahlewitz-QuEST-Global-Engineering-Services-GmbH--7255948-inline.html
job-item-7688453;Controller (m/w/d) Reporting;IVU Traffic Technologies AG;stepstone.de/stellenangebote--Controller-m-w-d-Reporting-Berlin-IVU-Traffic-Technologies-AG--7688453-inline.html
job-item-7679141;CRM-Administrator*in (m/w/d) (1614);Beuth Verlag GmbH;stepstone.de/stellenangebote--CRM-Administratorin-m-w-d-1614-Berlin-Beuth-Verlag-GmbH--7679141-inline.html
job-item-7769911;Business Manager - Surgical Ophthalmology (f/m/x);ZEISS;stepstone.de/stellenangebote--Business-Manager-Surgical-Ophthalmology-f-m-x-Berlin-ZEISS--7769911-inline.html
job-item-7735390;(Senior) Information Security Manager (Mensch);Ströer Content Group GmbH;stepstone.de/stellenangebote--Senior-Information-Security-Manager-Mensch-Berlin-Stroeer-Content-Group-GmbH--7735390-inline.html
job-item-7769911;Business Manager - Surgical Ophthalmology (f/m/x);ZEISS;stepstone.de/stellenangebote--Business-Manager-Surgical-Ophthalmology-f-m-x-Berlin-ZEISS--7769911-inline.html
job-item-7751966;Development Engineer/ Technologist (M/F/D) ;GE Power;stepstone.de/stellenangebote--Development-Engineer-Technologist-M-F-D-Berlin-GE-Power--7751966-inline.html
job-item-7256014;System Integrator (m/f/d);QuEST Global Engineering Services GmbH;stepstone.de/stellenangebote--System-Integrator-m-f-d-Dahlewitz-QuEST-Global-Engineering-Services-GmbH--7256014-inline.html
job-item-7710334;Sales Compensation Specialist (w/m/d);Computacenter AG & Co. oHG;stepstone.de/stellenangebote--Sales-Compensation-Specialist-w-m-d-Berlin-Computacenter-AG-Co-oHG--7710334-inline.html
job-item-7553811;Cloud Engineer (gn);IABG Industrieanlagen - Betriebsgesellschaft mbH;stepstone.de/stellenangebote--Cloud-Engineer-gn-Ottobrunn-bei-Muenchen-Berlin-IABG-Industrieanlagen-Betriebsgesellschaft-mbH--7553811-inline.html
job-item-7663916;Feuerwerkerin / Truppführerin (m/w/d) § 20 des Sprengstoffgesetzes;Halter Spreng- und Umwelttechnik GmbH;stepstone.de/stellenangebote--Feuerwerkerin-Truppfuehrerin-m-w-d-20-des-Sprengstoffgesetzes-Berlin-Halter-Spreng-und-Umwelttechnik-GmbH--7663916-inline.html
job-item-5855677;SAP Visual Analytics Expert Public Sector (m/w/d);Sopra Steria;stepstone.de/stellenangebote--SAP-Visual-Analytics-Expert-Public-Sector-m-w-d-bundesweit-Berlin-Frankfurt-am-Main-Hamburg-Koeln-Leipzig-Muenchen-Sopra-Steria--5855677-inline.html
job-item-7676875;User Experience (UX) Designer (f/m/d);IONOS;stepstone.de/stellenangebote--User-Experience-UX-Designer-f-m-d-Berlin-Karlsruhe-IONOS--7676875-inline.html
job-item-7763946;Senior-Consultant / Manager für die strategische Kommunalberatung (w/m/d);PD - Berater der öffentlichen Hand GmbH;stepstone.de/stellenangebote--Senior-Consultant-Manager-fuer-die-strategische-Kommunalberatung-w-m-d-Berlin-Duesseldorf-Hamburg-Frankfurt-am-Main-PD-Berater-der-oeffentlichen-Hand-GmbH--7763946-inline.html
job-item-7700671;Technical Expert for SharePoint On-Premise and Online;Vattenfall;stepstone.de/stellenangebote--Technical-Expert-for-SharePoint-On-Premise-and-Online-Berlin-Solna-Gliwice-Vattenfall--7700671-inline.html
job-item-7255992;Power Electronic Hardware Designer (m/f/d);QuEST Global Engineering Services GmbH;stepstone.de/stellenangebote--Power-Electronic-Hardware-Designer-m-f-d-Dahlewitz-QuEST-Global-Engineering-Services-GmbH--7255992-inline.html
job-item-7674915;Open Source Manager (m/f/d) for automotive performance controller projects;Elektrobit Automotive GmbH;stepstone.de/stellenangebote--Open-Source-Manager-m-f-d-for-automotive-performance-controller-projects-Germany-Berlin-Elektrobit-Automotive-GmbH--7674915-inline.html
job-item-7775917;System Integration Engineer- ADAS (m/f/d);CARIAD;stepstone.de/stellenangebote--System-Integration-Engineer-ADAS-m-f-d-Berlin-CARIAD--7775917-inline.html
job-item-5898991;(Senior) Consultant Digitalisierung (m/w/d);Cintellic GmbH;stepstone.de/stellenangebote--Senior-Consultant-Digitalisierung-m-w-d-Bonn-Frankfurt-Hamburg-Essen-Duesseldorf-Muenchen-Karlsruhe-Berlin-Koeln-Wiesbaden-Stuttgart-Cintellic-GmbH--5898991-inline.html
job-item-7717675;kaufmännischer Projektleiter (m/w/d) in Berlin - Bereich Controlling/Kalkulation;RGM Facility Management GmbH;stepstone.de/stellenangebote--kaufmaennischer-Projektleiter-m-w-d-in-Berlin-Bereich-Controlling-Kalkulation-Berlin-Adlershof-RGM-Facility-Management-GmbH--7717675-inline.html
job-item-7775776;(Senior) Partner Marketing Manager (m/w/d);Lendico Deutschland GmbH;stepstone.de/stellenangebote--Senior-Partner-Marketing-Manager-m-w-d-Berlin-Lendico-Deutschland-GmbH--7775776-inline.html
job-item-7717970;Machine Learning Software Engineer (m/w/d);Reply Deutschland SE;stepstone.de/stellenangebote--Machine-Learning-Software-Engineer-m-w-d-Berlin-Muenchen-Reply-Deutschland-SE--7717970-inline.html
job-item-7214995;Account Manager Sales - Managed Services (w/m/d);NTT DATA Business Solutions AG;stepstone.de/stellenangebote--Account-Manager-Sales-Managed-Services-w-m-d-Berlin-Bielefeld-Dortmund-Goettingen-Hamburg-Heidelberg-Jena-Koeln-Muenchen-und-weitere-NTT-DATA-Business-Solutions-AG--7214995-inline.html
job-item-7763140;Physiker, Chemiker oder Elektrotechniker als wissenschaftliche Mitarbeiter (m/w/d);AiF Projekt GmbH;stepstone.de/stellenangebote--Physiker-Chemiker-oder-Elektrotechniker-als-wissenschaftliche-Mitarbeiter-m-w-d-Berlin-AiF-Projekt-GmbH--7763140-inline.html
job-item-7768525;Software Developer (m/f/d);Evotec International GmbH;stepstone.de/stellenangebote--Software-Developer-m-f-d-Goettingen-Hamburg-Berlin-and-Abingdon-UK-Evotec-International-GmbH--7768525-inline.html
job-item-7684663;Analyst (m/w/d) Intelligent Analytics and Insights;BearingPoint GmbH;stepstone.de/stellenangebote--Analyst-m-w-d-Intelligent-Analytics-and-Insights-Muenchen-Hamburg-Berlin-Duesseldorf-Frankfurt-am-Main-Stuttgart-BearingPoint-GmbH--7684663-inline.html
job-item-7636188;Physiker, Mathematiker, Informatiker, Natur-, Ingenieur- oder Wirtschaftswissenschaftler als Consultant (m/w/d);d-fine GmbH;stepstone.de/stellenangebote--Physiker-Mathematiker-Informatiker-Natur-Ingenieur-oder-Wirtschaftswissenschaftler-als-Consultant-m-w-d-Berlin-Duesseldorf-Frankfurt-Main-Hamburg-Muenchen-d-fine-GmbH--7636188-inline.html
job-item-7761190;Professur Wirtschaftsinformatik im Dualen Studium (m/w/d);IU Internationale Hochschule;stepstone.de/stellenangebote--Professur-Wirtschaftsinformatik-im-Dualen-Studium-m-w-d-Berlin-Duesseldorf-IU-Internationale-Hochschule--7761190-inline.html
job-item-7684708;Analyst (m/w/d) für Beratungsprojekte in der Energiewirtschaft – Business Transformation;BearingPoint GmbH;stepstone.de/stellenangebote--Analyst-m-w-d-fuer-Beratungsprojekte-in-der-Energiewirtschaft-Business-Transformation-Duesseldorf-Muenchen-Stuttgart-Frankfurt-am-Main-Berlin-BearingPoint-GmbH--7684708-inline.html
job-item-6566500;Manager (m/w/d) Financial Services - Operations Strategy & Transformation;Porsche Consulting GmbH;stepstone.de/stellenangebote--Manager-m-w-d-Financial-Services-Operations-Strategy-Transformation-Stuttgart-Muenchen-Hamburg-Berlin-Frankfurt-am-Main-Porsche-Consulting-GmbH--6566500-inline.html
job-item-7721654;Junior BI Developer (m/f/d);Klopotek & Partner GmbH;stepstone.de/stellenangebote--Junior-BI-Developer-m-f-d-Berlin-Amsterdam-Klopotek-Partner-GmbH--7721654-inline.html
job-item-7494412;MarTech Analyst (w/m/d);IONOS;stepstone.de/stellenangebote--MarTech-Analyst-w-m-d-Berlin-Karlsruhe-IONOS--7494412-inline.html
job-item-7779775;Business Process Analyst (f/m/d) for the global implementation of a FiCo-Tool;BayWa r.e. Solar Projects GmbH;stepstone.de/stellenangebote--Business-Process-Analyst-f-m-d-for-the-global-implementation-of-a-FiCo-Tool-Berlin-Freiburg-Hamburg-Madrid-Mainz-Milano-Muenchen-Paris-Warschau-BayWa-r-e-Solar-Projects-GmbH--7779775-inline.html
job-item-7324669;SAS Administration Consultant (m/w/d);Cintellic GmbH;stepstone.de/stellenangebote--SAS-Administration-Consultant-m-w-d-bundesweit-Cintellic-GmbH--7324669-inline.html
job-item-2414690;Senior Consultant / Manager Unternehmenssteuerung und Controlling (w/m/d);PwC;stepstone.de/stellenangebote--Senior-Consultant-Manager-Unternehmenssteuerung-und-Controlling-w-m-d-Essen-Duesseldorf-Berlin-Frankfurt-a-M-Muenchen-Stuttgart-Hamburg-PwC--2414690-inline.html
job-item-6988100;(Senior) Cloud Solution Developer (m/w/d);Sopra Steria;stepstone.de/stellenangebote--Senior-Cloud-Solution-Developer-m-w-d-Alle-Standorte-Berlin-Frankfurt-am-Main-Hamburg-Koeln-Leipzig-Muenchen-Sopra-Steria--6988100-inline.html
job-item-7770118;Senior Testmanager (m/w/d);Materna Information & Communications SE;stepstone.de/stellenangebote--Senior-Testmanager-m-w-d-Berlin-Dortmund-Muenchen-Frankfurt-am-Main-Erlangen-Hamburg-Dresden-Hannover-Koeln-Materna-Information-Communications-SE--7770118-inline.html
job-item-7256003;Product Safety Engineer (m/f/d);QuEST Global Engineering Services GmbH;stepstone.de/stellenangebote--Product-Safety-Engineer-m-f-d-Dahlewitz-QuEST-Global-Engineering-Services-GmbH--7256003-inline.html
job-item-7529126;D365 Power Platform Engineer (w/m/x);Avanade Deutschland GmbH;stepstone.de/stellenangebote--D365-Power-Platform-Engineer-w-m-x-Berlin-Dusseldorf-Frankfurt-Hamburg-Muenchen-Neuss-Stuttgart-Ulm-Avanade-Deutschland-GmbH--7529126-inline.html
job-item-7438410;Lohn- und Gehaltsabrechner (m/w/d) - Payroll Specialist;Paychex Deutschland GmbH;stepstone.de/stellenangebote--Lohn-und-Gehaltsabrechner-m-w-d-Payroll-Specialist-Hamburg-Berlin-Dresden-Itzehoe-Luenen-Homeoffice-Paychex-Deutschland-GmbH--7438410-inline.html
job-item-7530958;Modern Workplace (M365) Solution Architekt (m/w/d);DATAGROUP Operations GmbH;stepstone.de/stellenangebote--Modern-Workplace-M365-Solution-Architekt-m-w-d-Berlin-Bremen-Nuernberg-Duesseldorf-DATAGROUP-Operations-GmbH--7530958-inline.html
job-item-7644854;Softwareentwickler (m/w/d) Java;PROSIS GmbH;stepstone.de/stellenangebote--Softwareentwickler-m-w-d-Java-Gaimersheim-Wolfsburg-Berlin-Kassel-Stuttgart-PROSIS-GmbH--7644854-inline.html
job-item-7691669;Senior Consultant (w/m/d) Digital Real Estate;KPMG AG Wirtschaftsprüfungsgesellschaft;stepstone.de/stellenangebote--Senior-Consultant-w-m-d-Digital-Real-Estate-Berlin-Frankfurt-Hamburg-Muenchen-KPMG-AG-Wirtschaftspruefungsgesellschaft--7691669-inline.html
job-item-7332433;Java BackEnd Developer (m/f/d);StepStone GmbH;stepstone.de/stellenangebote--Java-BackEnd-Developer-m-f-d-Berlin-StepStone-GmbH--7332433-inline.html
job-item-7632792;Business Analyst / Technical Partner Manager (f/m/d);Digital Charging Solutions GmbH;stepstone.de/stellenangebote--Business-Analyst-Technical-Partner-Manager-f-m-d-Berlin-Digital-Charging-Solutions-GmbH--7632792-inline.html
job-item-7774195;Business Analyst (m/f/d);Aroundtown Consulting GmbH;stepstone.de/stellenangebote--Business-Analyst-m-f-d-Berlin-Aroundtown-Consulting-GmbH--7774195-inline.html
job-item-7701759;ERP Engineer/Manager/Developer (m/f/d);LesLunes;stepstone.de/stellenangebote--ERP-Engineer-Manager-Developer-m-f-d-Berlin-LesLunes--7701759-inline.html
job-item-6943987;Sales Specialist Connected Services (w/m/d);FUJITSU TDS GmbH;stepstone.de/stellenangebote--Sales-Specialist-Connected-Services-w-m-d-Muenchen-Nuernberg-Stuttgart-Berlin-Neckarsulm-Frankfurt-am-Main-Duesseldorf-Hamburg-oder-Ulm-FUJITSU-TDS-GmbH--6943987-inline.html
job-item-7766268;Software Tester / Test Automation Engineer (m/w/d);Materna Information & Communications SE;stepstone.de/stellenangebote--Software-Tester-Test-Automation-Engineer-m-w-d-Berlin-Dortmund-Muenchen-Frankfurt-am-Main-Erlangen-Hamburg-Dresden-Hannover-Koeln-Materna-Information-Communications-SE--7766268-inline.html
job-item-6020527;Consultant IT Strategy (w/d/m);4C GROUP AG;stepstone.de/stellenangebote--Consultant-IT-Strategy-w-d-m-Muenchen-Berlin-Frankfurt-und-Duesseldorf-4C-GROUP-AG--6020527-inline.html
job-item-7276905;Produkt Management Softwareprodukte (w/m/d);NTT DATA Business Solutions AG;stepstone.de/stellenangebote--Produkt-Management-Softwareprodukte-w-m-d-Bielefeld-Dortmund-Berlin-Koeln-Hamburg-Pforzheim-Stuttgart-Muenchen-NTT-DATA-Business-Solutions-AG--7276905-inline.html
job-item-7684681;(Senior) Manager (m/w/d) SAP S/4HANA Finance Transformation;BearingPoint GmbH;stepstone.de/stellenangebote--Senior-Manager-m-w-d-SAP-S-4HANA-Finance-Transformation-Duesseldorf-Hamburg-Muenchen-Berlin-Frankfurt-am-Main-Walldorf-Stuttgart-BearingPoint-GmbH--7684681-inline.html
job-item-6880937;(Senior) Business Analyst / Product Owner (w/m/d);ALTER SOLUTIONS Deutschland GmbH;stepstone.de/stellenangebote--Senior-Business-Analyst-Product-Owner-w-m-d-Duesseldorf-Berlin-Frankfurt-am-Main-Hamburg-Muenchen-ALTER-SOLUTIONS-Deutschland-GmbH--6880937-inline.html
job-item-7690978;Vendor Analyst (m/f/d);Flaconi GmbH;stepstone.de/stellenangebote--Vendor-Analyst-m-f-d-Berlin-Flaconi-GmbH--7690978-inline.html
job-item-7690978;Vendor Analyst (m/f/d);Flaconi GmbH;stepstone.de/stellenangebote--Vendor-Analyst-m-f-d-Berlin-Flaconi-GmbH--7690978-inline.html
job-item-7633802;System Engineer (m/w/d) mit Schwerpunkt IBM AIX / pSeries;DATAGROUP Operations GmbH;stepstone.de/stellenangebote--System-Engineer-m-w-d-mit-Schwerpunkt-IBM-AIX-pSeries-Berlin-Bremen-Nuernberg-oder-Duesseldorf-DATAGROUP-Operations-GmbH--7633802-inline.html
job-item-7704516;UX / UI Designer - maternity leave (m/f/d);sonnen GmbH;stepstone.de/stellenangebote--UX-UI-Designer-maternity-leave-m-f-d-Berlin-sonnen-GmbH--7704516-inline.html
job-item-7784053;Operativer Einkäufer - Deutschland (m/w/d);KWS Group;stepstone.de/stellenangebote--Operativer-Einkaeufer-Deutschland-m-w-d-Berlin-KWS-Group--7784053-inline.html
job-item-7757679;Digitalisierungsmanager (m/w/d) für Bauprojekte;Drees & Sommer SE;stepstone.de/stellenangebote--Digitalisierungsmanager-m-w-d-fuer-Bauprojekte-Berlin-Drees-Sommer-SE--7757679-inline.html
job-item-7549443;Solution Engineer (m/f/o) - DevOps Engineer;Deloitte;stepstone.de/stellenangebote--Solution-Engineer-m-f-o-DevOps-Engineer-Berlin-Dresden-Leipzig-Deloitte--7549443-inline.html
job-item-7418657;Senior Consultant / Project Manager Digitale Verwaltung (m/w/d);Materna Information & Communications SE;stepstone.de/stellenangebote--Senior-Consultant-Project-Manager-Digitale-Verwaltung-m-w-d-Dortmund-Berlin-Muenchen-Hannover-Duesseldorf-Koeln-Frankfurt-am-Main-Dresden-Hamburg-Materna-Information-Communications-SE--7418657-inline.html
job-item-7635168;Branded Content Autor (Mensch) / Native Advertising;Ströer Content Group Sales GmbH;stepstone.de/stellenangebote--Branded-Content-Autor-Mensch-Native-Advertising-Berlin-Stroeer-Content-Group-Sales-GmbH--7635168-inline.html
job-item-7755548;Content Manager (m/w/d);Bitkom e.V.;stepstone.de/stellenangebote--Content-Manager-m-w-d-Berlin-Bitkom-e-V--7755548-inline.html
job-item-7519708;(Senior) Consultant Projektmanagement Corporate Innovation - EY etventure Voll- und Teilzeit (w/m/d);Ernst & Young GmbH Wirtschaftsprüfungsgesellschaft;stepstone.de/stellenangebote--Senior-Consultant-Projektmanagement-Corporate-Innovation-EY-etventure-Voll-und-Teilzeit-w-m-d-Berlin-Muenchen-Ernst-Young-GmbH-Wirtschaftspruefungsgesellschaft--7519708-inline.html
